"Title","Authors","Abstract","SubmissionDate","Announced","DOI","CleanDate"
"Towards Understanding the Origin of Swift Gamma-Ray Bursts Driven by Magnetars","Authors: C. T. Hao, J. H. Jing, X. L. Han, H. R. Lan, W. C. Du, X. N. Liu, Z. B. Zhang, H. C. Liu, J. F. Wu, X. L. Xia","We analyze a sample of\textit{ Swift} gamma-ray bursts (GRBs) with extended emissions in $γ$-rays and/or X-ray plateaus that may be driven by magnetars. Multi-wavelength data and multi-standards have been adopted to investigate the issue jointly. First, we find that GRBs with both extended emission and X-ray plateau satisfy a three-parameter relation between the luminosity and the end time of X-ray plateaus and the $γ$-ray isotropic energy as $L_X\varpropto T_a^{-1.13}E_{γ,iso}^{0.74}$, which is consistent with that of normal GRBs. Second, we distinguish these GRBs in the plane of magnetic field versus period of neutron star and find that almost all GRBs but GRB 211024B have reasonable periods and majority of them could be powered by magnetars. Third, we standardize the X-ray afterglows with distinct characteristics and find that the standard X-ray light curves with/without plateaus are significantly different. The standardized X-ray plateaus are similar to the mean temporal profile of magnetars. Fourth, it is verified with a K-S test that all types of GRBs except short ones have the similar distributions of redshift and isotropic energy in the observer/rest frame. GRBs with internal plateaus are significantly different from those of normal long GRBs and GRBs with external plateaus and/or extended emissions. Interestingly, the isotropic energy distributions of GRBs with internal and external plateaus are identical with those of short and long GRBs, respectively. Overall, our study can bring solid evidence that the fascinating magnetars could have multi-formation channels to account for not only short but also long GRBs with either internal or external X-ray plateaus as well. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"3D Modeling of Solar Oscillations with Hybridizable Discontinuous Galerkin Method","Authors: Florian Faucher, Ha Pham, Damien Fournier, Patrick Amestoy, Hélène Barucq, Jean-Yves L'Excellent, Théo Mary, Laurent Gizon","With increasing quantity and quality of solar observations, it becomes essential to account for three-dimensional heterogeneities in wave modeling for seismic data interpretation. In this context, we present a 3D solver of the time-harmonic adiabatic stellar oscillation equations without background flows on a domain consisting of the Sun and its photosphere. The background medium consists of 3D heterogeneities on top of a radial strongly-stratified standard solar model. The oscillation equations are solved with the Hybridizable Discontinuous Galerkin (HDG) method, considering a first-order formulation in terms of the vector displacement and the pressure perturbation. This method combines the high-order accuracy and the parallelism of DG methods while yielding smaller linear systems. These are solved with a direct solver, with block low-rank compression and mixed-precision arithmetic to reduce memory footprint. The trade-off between compression and solution accuracy is investigated, and our 3D solver is validated by comparing with resolution under axial symmetry for solar backgrounds. The capacity of the solver is illustrated with wave speed heterogeneities characteristic of two physical phenomena: active regions and convection. We show the importance of global 3D gravito-acoustic wave simulations, in particular when the amplitudes of the perturbations are strong and their effect on the wavefield cannot be estimated by linear approximations. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"Spiral excitation in protoplanetary disks through gap-edge illumination: Distinctive kinematic signatures in CO isotopologues","Authors: Dhruv Muley, León-Alexander Hühn, Haochang Jiang, David Melon Fuksman","High-resolution, near-infrared observations have revealed prominent, two-armed spirals in a multitude of systems, such as MWC~758, SAO~206462, and V1247~Ori. Alongside the classical theory of disk-companion interaction, shadow-based driving has come into vogue as a potential explanation for such large-scale substructures. How might these two mechanisms be distinguished from one another in observations? To investigate this question, we ran a pair of hydrodynamical simulations with \texttt{PLUTO}. One, with full radiation hydrodynamics and gas-grain collision, was designed to develop shadow-driven spirals at the outer gap edge of a sub-thermal, Saturn-mass planet. The other, with parametrized $β$-cooling, was set up to capture the more standard view of spiral wave excitation by a super-thermal, multi-Jupiter-mass, exterior planetary companion. Post-processing of these simulations with the Monte Carlo radiative transfer (MCRT) code \texttt{RADMC3D} revealed that strong vertical velocities in the shadow-driven case create a prominent two-armed feature in the moment-1 CO maps, particularly when the disk is viewed face-on in optically thicker isotopologues; such a feature is not seen in the standard planet-driven case. Conversely, the presence or absence of such signatures in two-armed spiral systems would distinguish those potentially driven by exterior, multi-Jupiter-mass companions, and thus help identify promising targets for future direct-imaging campaigns. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"Needle in a Poissonian haystack -- An X-ray astronomer's guide to QPE fishing","Authors: E. Quintin, N. Khan, N. A. Webb, R. Webbe, R. D. Saxton, G. Miniutti, M. Giustini","After six years of studies following the discovery of GSN069, a link is starting to appear between the elusive Quasi-Periodic Eruptions (QPEs) and other types of nuclear transients, among which are Tidal Disruption Events (TDEs). As such, observing strategies are adapting, with a current trend focusing on late-time X-ray follow-ups of (optical) TDEs. While these campaigns are so far proving quite successful, the inherent confirmation bias they introduce in our sample could lead the community to hasty, and perhaps erroneous, conclusions. It is thus important to still pursue the search for nuclear transients in other, more agnostic directions. In this work, we focus on the observational aspects of our field, and lay out two different methods that can be deployed in order to reveal new QPE sources. These complementary methods enable the detection of long-term ($\sim$years) and short term ($\sim$minutes) transient events, that would have otherwise been missed by the standard detection pipelines. Both of these methods can be used either for data mining in the 25 years worth of XMM-Newton archive, or to trigger real-time follow-ups upon a more recent discovery. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"Robust evidence for dynamical dark energy in light of DESI DR2 and joint ACT, SPT, and Planck data","Authors: Tian-Nuo Li, Guo-Hong Du, Sheng-Han Zhou, Yun-He Li, Jing-Fei Zhang, Xin Zhang","Recent baryon acoustic oscillation (BAO) measurements released by DESI, when combined with cosmic microwave background (CMB) data and type Ia supernova (SN) data, suggest a significant preference for dynamical dark energy (DDE) that exhibits the phantom-like behavior in the past and has transitioned into quintessence-like behavior today. In this work, we conduct a comprehensive analysis of six representative DDE parametrization models by utilizing the latest and most precise CMB data jointly from ACT, SPT, and Planck, in conjunction with BAO data from DESI DR2 and SN data from DESY5, PantheonPlus, and Union3. Our overall analysis indicates that the preference for DDE in the Quintom-B regime remains robust, regardless of the DDE parameterization model and the data combination employed. The trend of this preference is significantly strengthened with the support of DESY5 SN data. Specifically, when using the CMB+DESI+DESY5 data, for the Barboza-Alcaniz (BA) model, we obtain $w_0 = -0.785 \pm 0.047$ and $w_a = -0.43^{+0.10}_{-0.09}$, which significantly deviate from the $Λ$CDM values and provide evidence for DDE at the $4.2σ$ level. By the reconstruction of the dark energy equation of state $w(z)$, normalized dark energy density $f_{\mathrm{DE}}(z)$, and the deceleration parameter $q(z)$, we also observe clear departures from $Λ$CDM, further reinforcing the case for DDE. Furthermore, the Bayesian evidence analysis indicates that the Chevallier-Polarski-Linder, BA and Exponential models are moderately favored relative to $Λ$CDM based on the CMB+DESI+DESY5 data. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"Classical Cepheids in the Galactic thin disk. I. Abundance gradients through NLTE spectral analysis","Authors: Antonino Nunnari, Valentina D'Orazi, Giuliana Fiorentino, Vittorio F. Braga, Giuseppe Bono, Michele Fabrizio, Henrik Jönsson, Rolf-Peter Kudritzki, Ronaldo da Silva, Maria Bergemann, Eloisa Poggio, Jonah V. Otto, Karina Baeza-Villagra, Angela Bragaglia, Giulia Ceci, Massimo Dall'Ora, Laura Inno, Carmela Lardo, Noriyuki Matsunaga, Matteo Monelli, Manuel Sánchez-Benavente, Chris Sneden, Maria Tantalo, Frédéric Thévénin","Classical Cepheids (CCs) have long been considered excellent tracers of the chemical evolution of the Milky Way's young disk. We present a homogeneous, NLTE spectroscopic analysis of 401 Galactic CCs, based on 1,351 high-resolution optical spectra, spanning Galactocentric distances from 4.6 to 29.3 kpc. Using PySME with MARCS atmospheres and state-of-the-art grids of NLTE departure coefficients, we derive atmospheric parameters and abundances for key species tracing multiple nucleosynthetic channels. Our sample-the largest CC NLTE dataset to date-achieves high internal precision and enables robust modeling of present-day thin-disk abundance patterns and radial gradients. We estimate abundance gradients using three analytic prescriptions (linear, logarithmic, bilinear with a break) within a Bayesian, outlier-robust framework, and we also apply Gaussian Process Regression to capture non-parametric variations. We find that NLTE atmospheric parameters differ systematically from LTE determinations. Moreover, iron and most elemental abundance profiles are better described by non-linear behavior rather than by single-slope linear models: logarithmic fits generally outperform simple linear models, while bilinear fits yield inconsistent break radii across elements. Gaussian Process models reveal a consistent outer-disk flattening of [X/H] for nearly all studied elements. The [X/Fe] ratios are largely flat with Galactocentric radius, indicating coherent chemical scaling with iron across the thin disk, with modest positive offsets for Na and Al and mild declines for Mn and Cu. Comparison with recent literature shows overall agreement but highlights NLTE-driven differences, especially in outer-disk abundances. These results provide tighter empirical constraints for chemo-dynamical models of the Milky Way and set the stage for future NLTE mapping with upcoming large spectroscopic surveys. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"Clustering in dynamical dark energy: observational constraints from DESI, CMB, and supernovae","Authors: Yuhang Yang, Qingqing Wang, Xin Ren, Emmanuel N. Saridakis, Yi-Fu Cai","We investigate the clustering properties of dynamical dark energy using the latest cosmological observations. We describe the dark energy perturbation within two complementary frameworks, namely the Parameterized Post-Friedmann (PPF) approach and the Effective Field Theory (EFT) of dark energy. Using DESI DR2 baryon acoustic oscillations together with Planck 2018 CMB data and the Union3 supernova sample, we constrain the effective sound speed of dark energy in both the $w$CDM and $w_0w_a$CDM backgrounds. Within the PPF description, the sound speed remains unconstrained for $w$CDM, while for the $w_0w_a$CDM case we obtain $\log_{10} c_s^2 = -3.00^{+2.9}_{-0.99}$. Additionally, in the EFT framework, both models favor a small sound speed, with a mean value $c_s^2 \simeq 0.3$--$0.4$ but with significant uncertainties. For dynamical dark energy, the reconstructed equation of state clearly exhibits a quintom-B behavior, and its deviation from $Λ$CDM reaches $3.42σ$, rising to $3.63σ$ when PPF perturbations are included and reducing to $3.19σ$ in the EFT case. Finally, model comparison using information criteria shows that the $w_0w_a$CDM model with a smooth, non-clustering dark energy component ($c_s^2 = 1$) is preferred by AIC, whereas BIC favors $Λ$CDM. In summary, current data indicate a mild preference for dynamical dark energy but no evidence for significant clustering, which implies the need for future high-precision observations to probe the perturbative behavior more definitively. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"The Solar Close Observations and Proximity Experiments (SCOPE) mission","Authors: Jun Lin, Jing Feng, Zhenhua Ge, Jiang Tian, Yuhao Chen, Xin Cheng, Hui Tian, Jiansen He, Alexei Pevtsov, Haisheng Ji, Shangbin Yang, Parida Hashim, Bin Zhou, Yiteng Zhang, Shenyi Zhang, Xi Lu, Yuan Yuan, Liu Liu, Haoyu Wang, Hu Jiang, Lei Deng, Xingjian Shi, Lin Ma, Jingxing Wang, Shanjie Huang , et al. (9 additional authors not shown)","The Solar Close Observations and Proximity Experiments (SCOPE) mission will send a spacecraft into the solar atmosphere at a low altitude of just 5 R_sun from the solar center. It aims to elucidate the mechanisms behind solar eruptions and coronal heating, and to directly measure the coronal magnetic field. The mission will perform in situ measurements of the current sheet between coronal mass ejections and their associated solar flares, and energetic particles produced by either reconnection or fast-mode shocks driven by coronal mass ejections. This will help to resolve the nature of reconnections in current sheets, and energetic particle acceleration regions. To investigate coronal heating, the mission will observe nano-flares on scales smaller than 70 km in the solar corona and regions smaller than 40 km in the photosphere, where magnetohydrodynamic waves originate. To study solar wind acceleration mechanisms, the mission will also track the process of ion charge-state freezing in the solar wind. A key achievement will be the observation of the coronal magnetic field at unprecedented proximity to the solar photosphere. The polar regions will also be observed at close range, and the inner edge of the solar system dust disk may be identified for the first time. This work presents the detailed background, science, and mission concept of SCOPE and discusses how we aim to address the questions mentioned above. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"Differentiable N-body code for Galactic Dynamics -- Odisseo","Authors: Giuseppe Viterbo, Tobias Buck","We introduce \textsc{Odisseo} (Optimized Differentiable Integrator for Stellar Systems Evolution of Orbits), a differentiable N-body code designed to constrain the gravitational potential of the Milky Way (MW) through dynamical modeling of accreted structures such as stellar streams. \textsc{Odisseo} is implemented in JAX, enabling just-in-time compilation, automatic differentiation, and hardware acceleration on GPUs and TPUs. The code features efficient, fully vectorized force calculations and exhibits near-linear scaling when distributing a single simulation across multiple GPUs, making it suitable for large scale optimization tasks. As a demonstration, we present a case study using a mock GD-1 stellar stream simulation, where we optimize four physical parameters via gradient descent: the accretion time and progenitor mass, as well as the masses of the host Navarro-Frenk-White (NFW) halo and Miyamoto-Nagai (MN) disk. \textsc{Odisseo} accurately recovers stream morphology and underlying parameters in a differentiable and scalable framework, providing a powerful tool for dynamical studies of the Milky Way and its accreted substructures. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"Misalignment dynamics of Scalar Condensates with Yukawa coupling: Particle and Entropy Production","Authors: Nathan Herring, Daniel Boyanovsky","Misalignment dynamics, the non-equilibrium evolution of a scalar (or pseudoscalar) condensate in a potential landscape, broadly describes a solution to the strong CP problem, a mechanism for cold dark matter production and (pre) reheating post inflation. Often, radiative corrections are included phenomenologically by replacing the potential by the effective potential which is a \emph{static quantity}, its usefulness is restricted to (near) equilibrium situations. We study the misalignment dynamics of a scalar condensate Yukawa coupled to $N_f$ fermions in a manifestly energy conserving, fully renormalized Hamiltonian framework. A large $N_f$ limit allows us to focus on the fermion degrees of freedom, which yield a negative contribution to the effective potential, a radiatively induced instability and ultraviolet divergent field renormalization. We introduce an adiabatic basis and an adiabatic expansion that embodies the derivative expansion in the effective action, the zeroth order is identified with the effective potential, higher orders account for the derivative expansion including field renormalization and describe profuse particle production. Energy conserving dynamics leads to the conjecture of emergent asymptotic highly excited stationary states with a distribution function $n_k(\infty)\propto 1/k^6$ and an extensive entropy which is identified with an entanglement entropy. Subtle aspects of renormalization associated with the initial value problem are analyzed and resolved. Possible new manifestations of asymptotic spontaneous symmetry breaking (SSB) as a consequence of the dynamics even in absence of tree level (SSB), and cosmological inferences are discussed. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"Galaxy and Mass Assembly (GAMA): The Properties of Quasar Host Galaxies: Star Formation Histories and Stellar Populations","Authors: Maria B. Stone, Roberto De Propris, Clare Wethers, Jari Kotilainen, Nischal Acharya, Benne Holwerda, Andrew M. Hopkins, Kevin Pimbblet","We investigated the star formation history and stellar populations of a sample of 205 Type I quasar host galaxies (0.1$<$z$<$0.35) and compared with normal (non-active) galaxies of the same mass and redshift within the volume of the Galaxy and Mass Assembly (GAMA) redshift survey. We find that quasar host galaxies tend to be star-forming galaxies ($\sim$ 80%) lying on the star-forming MS; the fraction of quasar host galaxies that are quiescent ($\sim$ 20%) is lower than the fraction of quiescent galaxies in the comparison sample of normal galaxies (54%). We find that the mean star formation rate of quasar host galaxies has increased over the past 100 Myr by a factor of 2--3, but these galaxies were star-forming at all times previously. Our data are more consistent with quasar activity originating together with an increase in the star formation rate of otherwise normal galaxies, similar to episodic star formation in normal spirals. We argue that this indicates that secular processes and minor mergers may be the favored triggers of nuclear activity in the local Universe. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"Multipole moments do not uniquely characterise spacetimes beyond general relativity","Authors: Arthur G. Suvorov, George Pappas","Spacetimes in general relativity can be uniquely decomposed into a set of multipole moments. Given the usefulness of moments in the categorisation of radiation patterns, tidal deformations, and other phenomena associated with compact objects, a number of studies have explored their construction in beyond-Einstein theories of gravity. It is shown here that uniqueness does not necessarily extend across theories: by comparing a few static and spherically-symmetric solutions in different theories, we find that two distinct objects can possess the same Geroch-Hansen moments. Moreover, two metrics can match and yet take different moments. Implications of this result are explored in the context of black-hole shadows and ``universal'' relations hinging on moment computations. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
"Manifestation of the stellar wind cycle in infrared images: Example of the heliosphere","Authors: I. P. Zabolotnyi, V. V. Izmodenov","The regions in which stellar winds interact with the interstellar medium, also known as astrospheres, can be observed in detail through the thermal emission of the interstellar dust particles, resided in plasma. Interstellar dust is also directly observed in the vicinity of the Sun with dust detectors onboard spacecraft, and it is known to be affected by the interplanetary magnetic field. The main goal of this work is to show how the change in the interplanetary magnetic field with the solar cycle affects the infrared picture of the heliosphere. To compose a synthetic intensity map of the interstellar dust thermal emission, we used the Monte Carlo method to calculate the distribution of the dust particles inside the heliosphere. We considered the effects of the heliosphere boundaries and the non-stationary current sheet. The change in the Parker magnetic field caused by the solar activity cycle leads distinguishable features in the mid-infrared emission maps of the heliosphere. The distribution of the interstellar dust in the vicinity of the Sun we calculated suggests that small particles linger outside of the heliosphere, and medium-size particles are mostly affected by the changing interplanetary magnetic field, which leads to number density waves in the tail region of the heliosphere. Finally, large particles form a bulge behind the Sun. △ Less","Submitted 27 November, 2025;","originally announced November 2025.",NA,NA
