"title","author","abstract","meta_raw","submission_date_text","submission_date","doi","announced_date_text","originally_announced"
"Variability of H$α$ chromospheric activity of solar-like stars revealed by the time-domain data of LAMOST Medium-Resolution Spectroscopic Survey","      
      Han He, 
      
      Ali Luo, 
      
      Haotong Zhang, 
      
      Song Wang","The variability of H$α$ chromospheric activity of solar-like stars is investigated by using the time-domain data of LAMOST Medium-Resolution Spectroscopic Survey (MRS). We use $R_\mathrm{Hα}$ index (ratio of H$α$ luminosity to bolometric luminosity) to measure the H$α$ activity intensity of a spectrum, and utilize the median of the $R_\mathrm{Hα}$ values of multiple observations ($R_\mathrm{Hα}^\mathrm{median}$) as the representative activity intensity of a stellar source. The H$α$ variability of a stellar source is indicated by the extent of $R_\mathrm{Hα}$ fluctuation ($R_\mathrm{Hα}^\mathrm{EXT}$) of multiple observations. Our sample shows that $R_\mathrm{Hα}^\mathrm{EXT}$ of solar-like stars is about one order of magnitude smaller than $R_\mathrm{Hα}^\mathrm{median}$. The distribution of $\log R_\mathrm{Hα}^\mathrm{EXT}$ versus $\log R_\mathrm{Hα}^\mathrm{median}$ reveals the distinct behaviors between the stellar source categories with lower ($\log R_\mathrm{Hα}^\mathrm{median} < -4.85$) and higher ($\log R_\mathrm{Hα}^\mathrm{median} > -4.85$) activity intensity. For the former stellar source category, the top envelope of the distribution first increases and then decreases with $\log R_\mathrm{Hα}^\mathrm{median}$; while for the latter category, the top envelope of the distribution is largely along a positive correlation line. In addition, for the stellar sources with lower activity intensity, the large-$\log R_\mathrm{Hα}^\mathrm{EXT}$ objects near the top envelope of the $\log R_\mathrm{Hα}^\mathrm{EXT}$ versus $\log R_\mathrm{Hα}^\mathrm{median}$ distribution tend to have long-term and regular variations of H$α$ activity; while for the stellar sources with higher activity intensity, the H$α$ variations are more likely to be random fluctuations.
        △ Less","Submitted 26 November, 2025; 
      originally announced November 2025.","26 November, 2025",2025-11-26,NA,"November 2025",2025-11-01
"Resonance locking and tidal evolution in rotating γ-Doradus binaries","      
      L. Fellay, 
      
      M. -A. Dupret, 
      
      P. A. Kołaczek-Szymański","In binary systems, studying tidal interactions is key to understanding the evolution of binary populations. The primary dissipation process occurring in stars with radiative envelopes is believed to be radiative damping of high-radial-order tidally excited oscillations, which is in agreement with observations of most binary systems. However, recent studies have suggested that outside this dissipation regime, dynamical tides can act in the opposite manner (a phenomenon known as inverse tides), and resonance locking could significantly impact the orbital evolution of binary systems. We aim to study inverse tides and resonance locking by simultaneously including the effect of all the forcing frequencies and accounting for the effect of the rotation on the forced oscillations. We have developed an orbital evolution code that is coupled to a stellar oscillation code to compute on the fly the impact of dynamical tides on the rotational and orbital evolution of binary systems including multiple simultaneous forcing frequencies. We find that resonance locking can be stable over a long period of time and a source of long-term exchange of angular momentum for rapidly rotating stars. Long-term locking can increase the total angular momentum of a fast-rotating star by approximately 70% during the main sequence. For slow-rotating stars, resonance locking can slow down the rotational evolution of the system over most of the main-sequence phase, even in the presence of strong tidal interactions. This mechanism efficiently drives asynchronisation in binary systems where significant discrepancies already exist between the orbital and rotational frequencies.
        △ Less","Submitted 26 November, 2025; 
      originally announced November 2025.","26 November, 2025",2025-11-26,NA,"November 2025",2025-11-01
"Shock-type inference of L1157 B2 using methanol desorption","      
      Cedric Baijot, 
      
      Maria Groyne, 
      
      Michaël De Becker","Shock types of low-velocity molecular outflows are not always well constrained. Astrochemical comparisons are often made between low-velocity and high-velocity outflows, but without considering the question of the shock type. We investigated molecular abundances of post-shock regions to determine whether strong differences between non-irradiated C-type and J-type shocks can be highlighted. One of the main application goals is to diagnose the shock type of the protostellar object L1157 B2 through the use of molecular tracers. We simulated grid sets of shock models with the Paris-Durham Shock code with velocities ranging from 5 to 19 km/s and low densities from $10^2$ to $10^5$ cm$^{-3}$. We computed the desorption percentage of methanol in these simulations and estimated it at higher velocities. We compared our results to observational measurements of L1157 B2 and with a benchmark of four already identified shocks. L1157 B2 has been diagnosed as a non-irradiated C-type shock, and the method showed a good applicability through the benchmark. Methanol formed in the icy mantle of grains can serve to trace the differences between shock types, at least in non-irradiated conditions. A requirement for the applicability of a species as a shock-type tracer is that it does not undergo significant enhancement or destruction, but is mainly impacted by desorption processes under shocked conditions. The desorption percentage of methanol is a good criterion in characterizing the shock type of L1157 B2 and should be investigated as a general method to diagnose the shock type in non-irradiated regions. We identify L1157 B2 as a non-irradiated C-type shock with velocities and densities fitting with previous studies.
        △ Less","Submitted 26 November, 2025; 
      originally announced November 2025.","26 November, 2025",2025-11-26,NA,"November 2025",2025-11-01
"The WEAVE-TwiLight-Survey: Expanding WEAVE's Reach to Bright and Low-Surface-Density Targets with a Novel Observing Mode","      
      Thomas Hajnik, 
      
      Nicholas A. Walton, 
      
      Giuseppe D'Ago, 
      
      Piercarlo Bonifacio, 
      
      Gavin Dalton, 
      
      Lilian Dominguez-Palmero, 
      
      Emanuel Gafton, 
      
      Mike J. Irwin, 
      
      Sergio Pico, 
      
      David Terrett, 
      
      Anke Ardern-Arentsen, 
      
      Ruben Sanchez-Janssen, 
      
      David S. Aguado, 
      
      J. Alfonso L. Aguerri, 
      
      Carlos Allende Prieto, 
      
      Marc Balcells, 
      
      Chris Benn, 
      
      Angela Bragaglia, 
      
      Elisabetta Caffau, 
      
      Esperanza Carrasco, 
      
      Ricardo Carrera, 
      
      Silvano Desidera, 
      
      Boris T. Gansicke, 
      
      Sarah Hughes, 
      
      Shoko Jin
      , et al. (6 additional authors not shown)","Current-day multi-object spectroscopic surveys are often limited in their ability to observe bright stars due to their low surface densities, resulting in increased observational overheads and reduced efficiency. Addressing this, we have developed a novel observing mode for WEAVE (William Herschel Telescope Enhanced Area Velocity Explorer) that enables efficient observations of low-surface-density target fields without incurring additional overheads from calibration exposures. As a pilot for the new mode, we introduce the WEAVE-TwiLight-Survey (WTLS), focusing on bright exoplanet-host stars and their immediate surroundings on the sky. High observational efficiency is achieved by superimposing multiple low-target-density fields and allocating the optical fibres in this configuration. We use a heuristic method to define fields relative to a central guide star, which serves as a reference for their superposition. Suitable guide fibres for each merged configuration are selected using a custom algorithm. Test observations have been carried out, demonstrating the feasibility of the new observing mode. We show that merged field configurations can be observed with WEAVE using the proposed method. The approach minimizes calibration times and opens twilight hours to WEAVE's operational schedule. WTLS is built upon the new observing mode and sourced from the ESA PLATO long-duration-phase fields. This survey will result in a homogeneous catalogue of approximately 6300 bright stars, including 62 known planet hosts, laying the groundwork for future elemental abundance studies tracing chemical patterns of planetary formation. This new observing mode (WEAVE-Tumble-Less) expands WEAVE's capabilities to rarely used on-sky time and low-density field configurations without sacrificing efficiency.
        △ Less","Submitted 26 November, 2025; 
      originally announced November 2025.","26 November, 2025",2025-11-26,NA,"November 2025",2025-11-01
"The FAST-SETI Milky Way Globular Cluster Survey I: A Pilot Multibeam On-the-Fly Search of Five Globular Clusters at L-Band","      
      Bo-Lun Huang, 
      
      Zhen-Zhao Tao, 
      
      Tong-Jie Zhang, 
      
      Vishal Gajjar","We report a narrowband technosignature search toward five Milky Way globular clusters (NGC 6171, NGC 6218, NGC 6254, NGC 6838, and IC 1276) using the Five-hundred-meter Aperture Spherical radio Telescope (FAST) 19-beam L-band receiver (1.05-1.45 GHz). We adapt the MultiBeam Point-source Scanning (MBPS) strategy to extended targets by gating detections to generalized on-target windows (gOTWs), i.e. the time intervals when a beam main lobe intersects a buffered cluster mask, and by enforcing the deterministic multibeam illumination sequence as a geometry test. Dynamic spectra with frequency resolution about 7.5 Hz and time resolution about 10 s are searched with turboSETI over drift rates |nu_dot| <= 4 Hz s^-1 at signal-to-noise ratio S/N >= 10. From about 2.75e5 raw hits across both linear polarizations, none survive the gOTW gating, array-wide simultaneity veto, in-stripe ordering, and single-drift coherence checks, yielding a robust null result. With system equivalent flux density SEFD about 1.5 Jy and an effective 60 s per illuminated crossing, our per-crossing flux density threshold is S_min about 0.50 Jy, corresponding to minimum isotropic-equivalent radiated power EIRP_min in the range (0.72-1.8)e16 W for cluster distances 4-6.5 kpc; when multiple illuminated crossings occur, non-coherent stacking improves sensitivity by up to sqrt(N). To our knowledge this is the first FAST technosignature survey dedicated to globular clusters and the first to use MBPS as the primary observing strategy. These limits disfavor bright, persistent, isotropic L-band beacons above the stated thresholds during our epochs and establish a scalable blueprint, based on geometry-aware gating and verification, for multi-epoch MBPS campaigns that expand signal morphologies and combine passes to deepen constraints on transmitters in dense stellar systems.
        △ Less","Submitted 26 November, 2025; 
      originally announced November 2025.","26 November, 2025",2025-11-26,NA,"November 2025",2025-11-01
"Multiwavelength Observations for a Double-decker Filament Channel in AR 13102","      
      Yin Zhang, 
      
      Baolin Tan, 
      
      Quan Wang, 
      
      Jing Huang, 
      
      Zhe Xu, 
      
      Kanfan Ji, 
      
      Xiao Yang, 
      
      Jie Chen, 
      
      Xianyong Bai, 
      
      Zhenyong Hou, 
      
      Yuanyong Deng","We present the observational evidence of the existence of a double-decker filament channel (FC) by using observations in extreme ultraviolet and Hα wavelengths. For both FCs, the east foot-point roots in the active region (AR), while the west one roots in the remote quiet region. The bottom FC (FC1) appears as intermittent filaments. Within the AR, the FC1 appears as an S-shaped filament (F1), which consisted of two J-shaped filaments (F1S/F1N for the south/north one). For the upper one (FC2), only the east part is filled with dark plasma and visible as a small filament (F2). Its east foot-point roots around the junction of F1S and F1N. Initially, due to the recurrent reconnections, F1N and F1S link to each other and form a new filament (F3) thread by thread. Meanwhile, the heated plasma, which appears as brightening features, flows from the east foot-point of F2 to the west, and becomes invisible about 1.1$\times$10^{5} km away. The failed eruption of F1S is triggered by the reconnection, which appears as the brightening threads changing their configuration from crossed to quasiparallel in between the F1S and F3, and is confined by the upper magnetic field. Associated with the eruption, the distant invisible plasma becomes visible as a brightening feature. It continuously flows to the remote foot-point, and becomes invisible before reaching it. The brightening plasma flow outlines the skeleton of FC2 gradually. The observations show the existence of a double-decker FC, as a magnetic structure, before they appear as a brightening/dark feature when fully filled with hot/cool plasma.
        △ Less","Submitted 26 November, 2025; 
      originally announced November 2025.","26 November, 2025",2025-11-26,NA,"November 2025",2025-11-01
"The Hubble Ultracool Multiplicity (HUM) Survey. I. Characterizing Sensitivity to Companions at Sub-Diffraction Limit Separations with HST WFC3/IR","      
      Kunal Mehta, 
      
      Matthew De Furio, 
      
      Daniella Bardalez Gagliuffi, 
      
      Trent J. Dupuy, 
      
      Clémence Fontanive, 
      
      Adam L. Kraus, 
      
      Michael R. Meyer, 
      
      Matthew Cole, 
      
      Fernanda Sophia Morais Laroca","We characterize the sensitivity of a double point-spread function (PSF) fitting algorithm -- employing empirical, position-dependent PSF models -- for detecting companions using the infrared channel of the Wide Field Camera 3 (WFC3/IR) on the Hubble Space Telescope (HST). The observed separation distribution of known brown dwarf (BD) binaries is potentially biased towards separations larger than the angular resolution limits of current techniques. Previous imaging analyses suffer from incompleteness at separations $<2λ/D$; our aim is to probe within this limit to identify previously missed companions. We evaluate the performance of our technique on artificial data across 8 WFC3/IR filters and a broad range of signal-to-noise ratios (S/N), determining our ability to accurately recover injected companions and identifying the region of parameter space where false positive fits are likely. Here, we demonstrate the capability of this technique to recover companions at sub-pixel separations on the WFC3/IR detector -- below the diffraction limit in multiple filters. For F160W at a typical S/N of 75, we resolve companions separated by 0.8 pixels (104 mas, $0.759λ/D$) at 1.5 magnitudes contrast with $>90\%$ confidence. We achieve the closest angular resolution for any detection method with WFC3/IR imaging to date. Compared to previous BD multiplicity surveys with WFC3/IR, we achieve a 2.5$\times$ improvement in separation sensitivity at contrasts of 0-3 magnitudes in F127M. We have demonstrated that applying our improved technique to archival HST images of field BDs will thus probe down to separations of 1 au, in one of the largest high angular resolution surveys of such objects to date.
        △ Less","Submitted 27 November, 2025; 
      originally announced November 2025.","27 November, 2025",2025-11-27,NA,"November 2025",2025-11-01
"Closing the gap: Follow-up observations of peculiar dusty objects close to Sgr A* using ERIS","      
      F. Peißker, 
      
      M. Zajacek, 
      
      V. Karas, 
      
      V. Pavlík, 
      
      E. Bordier, 
      
      L. Šubr, 
      
      J. Haas, 
      
      M. Melamed, 
      
      L. Großekathöfer, 
      
      N. Schmökel, 
      
      M. Singhal","Context. In addition to the supermassive black hole Sgr A*, the inner parsec of our Galactic center is home to numerous fruitful scientific habitats. One of these environments is the S cluster, which consists of two distinct populations: the main-sequence S stars and the dusty G objects. While the majority of the brightest S stars can be classified as young B stars, the G sources can be described as dusty objects whose nature is still under debate. Aims. In this work, we focus on the most prominent G objects in the S cluster and follow their Keplerian trajectory around Sgr A*. With this, we test the predictions based on almost two decades of monitoring of the direct vicinity of our central supermassive black hole using NACO and SINFONI, formerly mounted at the Very Large Telescope (VLT). The goal is to increase the existing data baseline for G2/DSO, D9, and X7 to get insights into their evolution on their Keplerian trajectories. In addition, we revisit the massive Young Stellar Object (YSO) X3 and scrutinize the potential impact of its environment on this highly dynamic source. Methods. The successor to the two instruments is called ERIS and offers upgraded optics and improved properties, including an enhanced spectral resolution. We utilize the IFU mode of ERIS, called SPIFFIER. We search for the Doppler-shifted Brγ emission line to rediscover peculiar objects in the S cluster using SPIFFIER with the highest available spatial plate scale of 12.5 mas. Furthermore, we will derive the Brγ luminosity of G2/DSO to inspect the degree of its change more than ten years after the pericenter passage. If present, a decrease in the Brγ luminosity of G2/DSO on its descending part of the orbit would directly impact the direction of the debate about its nature.
        △ Less","Submitted 27 November, 2025; 
      originally announced November 2025.","27 November, 2025",2025-11-27,NA,"November 2025",2025-11-01
"Evading the dust fragmentation barrier with the streaming instability in protoplanetary disks","      
      V. Vallucci-Goy, 
      
      U. Lebreuilly, 
      
      M. -M. Mac Low, 
      
      P. Hennebelle","Context: The streaming instability (SI) is a leading candidate for reaching solid densities sufficient to trigger the gravitational collapse needed for the formation of planetesimals. However, dust growth barriers appear to impede the ability to assemble sufficiently large dust particles to trigger strong clumping, providing a serious impediment to planetesimal formation. Aims: We aim to address the possibility to enhance dust clumping with dust growth in SI-produced structures, and to estimate the impact of the shift of the dust fragmentation threshold in regions where the SI has enhanced the dust density. Methods: We perform two-dimensional numerical simulations of the SI with a monodisperse description of dust growth, accounting for the impact of mass loading of the dust on the sound speed of the gas and dust mixture when computing dust collisional velocities. Results: Dust mass loading reduces collision velocities in high density regions, allowing dust particles to survive to larger sizes before shattering. In turn, dust clumping is boosted as particles grow in size, as long as they remain sufficiently coupled to the gas. Conclusions: This two-way synergy between dust growth and clumping, which depends on the initial dust-to-gas ratio and dust elastic properties, allows denser dust clumps to form and thus facilitates the onset of planetesimal formation.
        △ Less","Submitted 27 November, 2025; 
      originally announced November 2025.","27 November, 2025",2025-11-27,NA,"November 2025",2025-11-01
"3D Modeling of Solar Oscillations with Hybridizable Discontinuous Galerkin Method","      
      Florian Faucher, 
      
      Ha Pham, 
      
      Damien Fournier, 
      
      Patrick Amestoy, 
      
      Hélène Barucq, 
      
      Jean-Yves L'Excellent, 
      
      Théo Mary, 
      
      Laurent Gizon","With increasing quantity and quality of solar observations, it becomes essential to account for three-dimensional heterogeneities in wave modeling for seismic data interpretation. In this context, we present a 3D solver of the time-harmonic adiabatic stellar oscillation equations without background flows on a domain consisting of the Sun and its photosphere. The background medium consists of 3D heterogeneities on top of a radial strongly-stratified standard solar model. The oscillation equations are solved with the Hybridizable Discontinuous Galerkin (HDG) method, considering a first-order formulation in terms of the vector displacement and the pressure perturbation. This method combines the high-order accuracy and the parallelism of DG methods while yielding smaller linear systems. These are solved with a direct solver, with block low-rank compression and mixed-precision arithmetic to reduce memory footprint. The trade-off between compression and solution accuracy is investigated, and our 3D solver is validated by comparing with resolution under axial symmetry for solar backgrounds. The capacity of the solver is illustrated with wave speed heterogeneities characteristic of two physical phenomena: active regions and convection. We show the importance of global 3D gravito-acoustic wave simulations, in particular when the amplitudes of the perturbations are strong and their effect on the wavefield cannot be estimated by linear approximations.
        △ Less","Submitted 27 November, 2025; 
      originally announced November 2025.","27 November, 2025",2025-11-27,NA,"November 2025",2025-11-01
"Spiral excitation in protoplanetary disks through gap-edge illumination: Distinctive kinematic signatures in CO isotopologues","      
      Dhruv Muley, 
      
      León-Alexander Hühn, 
      
      Haochang Jiang, 
      
      David Melon Fuksman","High-resolution, near-infrared observations have revealed prominent, two-armed spirals in a multitude of systems, such as MWC~758, SAO~206462, and V1247~Ori. Alongside the classical theory of disk-companion interaction, shadow-based driving has come into vogue as a potential explanation for such large-scale substructures. How might these two mechanisms be distinguished from one another in observations? To investigate this question, we ran a pair of hydrodynamical simulations with \texttt{PLUTO}. One, with full radiation hydrodynamics and gas-grain collision, was designed to develop shadow-driven spirals at the outer gap edge of a sub-thermal, Saturn-mass planet. The other, with parametrized $β$-cooling, was set up to capture the more standard view of spiral wave excitation by a super-thermal, multi-Jupiter-mass, exterior planetary companion. Post-processing of these simulations with the Monte Carlo radiative transfer (MCRT) code \texttt{RADMC3D} revealed that strong vertical velocities in the shadow-driven case create a prominent two-armed feature in the moment-1 CO maps, particularly when the disk is viewed face-on in optically thicker isotopologues; such a feature is not seen in the standard planet-driven case. Conversely, the presence or absence of such signatures in two-armed spiral systems would distinguish those potentially driven by exterior, multi-Jupiter-mass companions, and thus help identify promising targets for future direct-imaging campaigns.
        △ Less","Submitted 27 November, 2025; 
      originally announced November 2025.","27 November, 2025",2025-11-27,NA,"November 2025",2025-11-01
"Classical Cepheids in the Galactic thin disk. I. Abundance gradients through NLTE spectral analysis","      
      Antonino Nunnari, 
      
      Valentina D'Orazi, 
      
      Giuliana Fiorentino, 
      
      Vittorio F. Braga, 
      
      Giuseppe Bono, 
      
      Michele Fabrizio, 
      
      Henrik Jönsson, 
      
      Rolf-Peter Kudritzki, 
      
      Ronaldo da Silva, 
      
      Maria Bergemann, 
      
      Eloisa Poggio, 
      
      Jonah V. Otto, 
      
      Karina Baeza-Villagra, 
      
      Angela Bragaglia, 
      
      Giulia Ceci, 
      
      Massimo Dall'Ora, 
      
      Laura Inno, 
      
      Carmela Lardo, 
      
      Noriyuki Matsunaga, 
      
      Matteo Monelli, 
      
      Manuel Sánchez-Benavente, 
      
      Chris Sneden, 
      
      Maria Tantalo, 
      
      Frédéric Thévénin","Classical Cepheids (CCs) have long been considered excellent tracers of the chemical evolution of the Milky Way's young disk. We present a homogeneous, NLTE spectroscopic analysis of 401 Galactic CCs, based on 1,351 high-resolution optical spectra, spanning Galactocentric distances from 4.6 to 29.3 kpc. Using PySME with MARCS atmospheres and state-of-the-art grids of NLTE departure coefficients, we derive atmospheric parameters and abundances for key species tracing multiple nucleosynthetic channels. Our sample-the largest CC NLTE dataset to date-achieves high internal precision and enables robust modeling of present-day thin-disk abundance patterns and radial gradients. We estimate abundance gradients using three analytic prescriptions (linear, logarithmic, bilinear with a break) within a Bayesian, outlier-robust framework, and we also apply Gaussian Process Regression to capture non-parametric variations. We find that NLTE atmospheric parameters differ systematically from LTE determinations. Moreover, iron and most elemental abundance profiles are better described by non-linear behavior rather than by single-slope linear models: logarithmic fits generally outperform simple linear models, while bilinear fits yield inconsistent break radii across elements. Gaussian Process models reveal a consistent outer-disk flattening of [X/H] for nearly all studied elements. The [X/Fe] ratios are largely flat with Galactocentric radius, indicating coherent chemical scaling with iron across the thin disk, with modest positive offsets for Na and Al and mild declines for Mn and Cu. Comparison with recent literature shows overall agreement but highlights NLTE-driven differences, especially in outer-disk abundances. These results provide tighter empirical constraints for chemo-dynamical models of the Milky Way and set the stage for future NLTE mapping with upcoming large spectroscopic surveys.
        △ Less","Submitted 27 November, 2025; 
      originally announced November 2025.","27 November, 2025",2025-11-27,NA,"November 2025",2025-11-01
"The Solar Close Observations and Proximity Experiments (SCOPE) mission","      
      Jun Lin, 
      
      Jing Feng, 
      
      Zhenhua Ge, 
      
      Jiang Tian, 
      
      Yuhao Chen, 
      
      Xin Cheng, 
      
      Hui Tian, 
      
      Jiansen He, 
      
      Alexei Pevtsov, 
      
      Haisheng Ji, 
      
      Shangbin Yang, 
      
      Parida Hashim, 
      
      Bin Zhou, 
      
      Yiteng Zhang, 
      
      Shenyi Zhang, 
      
      Xi Lu, 
      
      Yuan Yuan, 
      
      Liu Liu, 
      
      Haoyu Wang, 
      
      Hu Jiang, 
      
      Lei Deng, 
      
      Xingjian Shi, 
      
      Lin Ma, 
      
      Jingxing Wang, 
      
      Shanjie Huang
      , et al. (9 additional authors not shown)","The Solar Close Observations and Proximity Experiments (SCOPE) mission will send a spacecraft into the solar atmosphere at a low altitude of just 5 R_sun from the solar center. It aims to elucidate the mechanisms behind solar eruptions and coronal heating, and to directly measure the coronal magnetic field. The mission will perform in situ measurements of the current sheet between coronal mass ejections and their associated solar flares, and energetic particles produced by either reconnection or fast-mode shocks driven by coronal mass ejections. This will help to resolve the nature of reconnections in current sheets, and energetic particle acceleration regions. To investigate coronal heating, the mission will observe nano-flares on scales smaller than 70 km in the solar corona and regions smaller than 40 km in the photosphere, where magnetohydrodynamic waves originate. To study solar wind acceleration mechanisms, the mission will also track the process of ion charge-state freezing in the solar wind. A key achievement will be the observation of the coronal magnetic field at unprecedented proximity to the solar photosphere. The polar regions will also be observed at close range, and the inner edge of the solar system dust disk may be identified for the first time. This work presents the detailed background, science, and mission concept of SCOPE and discusses how we aim to address the questions mentioned above.
        △ Less","Submitted 27 November, 2025; 
      originally announced November 2025.","27 November, 2025",2025-11-27,NA,"November 2025",2025-11-01
"Manifestation of the stellar wind cycle in infrared images: Example of the heliosphere","      
      I. P. Zabolotnyi, 
      
      V. V. Izmodenov","The regions in which stellar winds interact with the interstellar medium, also known as astrospheres, can be observed in detail through the thermal emission of the interstellar dust particles, resided in plasma. Interstellar dust is also directly observed in the vicinity of the Sun with dust detectors onboard spacecraft, and it is known to be affected by the interplanetary magnetic field. The main goal of this work is to show how the change in the interplanetary magnetic field with the solar cycle affects the infrared picture of the heliosphere. To compose a synthetic intensity map of the interstellar dust thermal emission, we used the Monte Carlo method to calculate the distribution of the dust particles inside the heliosphere. We considered the effects of the heliosphere boundaries and the non-stationary current sheet. The change in the Parker magnetic field caused by the solar activity cycle leads distinguishable features in the mid-infrared emission maps of the heliosphere. The distribution of the interstellar dust in the vicinity of the Sun we calculated suggests that small particles linger outside of the heliosphere, and medium-size particles are mostly affected by the changing interplanetary magnetic field, which leads to number density waves in the tail region of the heliosphere. Finally, large particles form a bulge behind the Sun.
        △ Less","Submitted 27 November, 2025; 
      originally announced November 2025.","27 November, 2025",2025-11-27,NA,"November 2025",2025-11-01
"The First Scientific Flight and Observations of the 50-mm Balloon-Borne White-Light Coronagraph","      
      Kaifeng Kang, 
      
      Min Huang, 
      
      Yang Liu, 
      
      Jun Lin, 
      
      Tengfei Song, 
      
      Xuefei Zhang, 
      
      Dayang Liu, 
      
      Tao Zhang, 
      
      Yan Li, 
      
      Jingxing Wang, 
      
      Mingzhe Sun, 
      
      Mingyu Zhao, 
      
      Guangqian Liu, 
      
      Xianyong Bai, 
      
      Lidong Xia, 
      
      Yu Liu","A 50-mm balloon-borne white-light coronagraph (BBWLC) to observe whitelight solar corona over the altitude range from 1.08 to 1.50 solar radii has recently been indigenously developed by Yunnan Observatories in collaboration with Shangdong University (in Weihai) and Changchun Institute of Optics, Fine Mechanics and Physics, which will significantly improve the ability of China to detect and measure inner corona. On 2022 October 4, its first scientific flight took place at the Dachaidan area in Qinghai province of China. We describe briefly the BBWLC mission including its optical design, mechanical structure, pointing system, the first flight and results associated with the data processing approach. Preliminary analysis of the data shows that BBWLC imaged the Kcorona with three streamer structures on the west limb of the Sun. To further confirm the coronal signals obtained by BBWLC, comparisonswere made with observations of the Kcoronagraph of the High Altitude Observatory and the Atmospheric ImagingAssembly on board the Solar Dynamics Observatory. We conclude that BBWLC eventually observed the white-light corona in its first scientific flight.
        △ Less","Submitted 27 November, 2025; 
      originally announced November 2025.","27 November, 2025",2025-11-27,NA,"November 2025",2025-11-01
"Data-driven informative priors for Bayesian inference with quasi-periodic data","      
      Javier Lopez-Santiago, 
      
      Luca Martino, 
      
      Joaquin Miguez, 
      
      Gonzalo Vazquez-Vilar","Bayesian computational strategies for inference can be inefficient in approximating the posterior distribution in models that exhibit some form of periodicity. This is because the probability mass of the marginal posterior distribution of the parameter representing the period is usually highly concentrated in a very small region of the parameter space. Therefore, it is necessary to provide as much information as possible to the inference method through the parameter prior distribution. We intend to show that it is possible to construct a prior distribution from the data by fitting a Gaussian process (GP) with a periodic kernel. More specifically, we want to show that it is possible to approximate the marginal posterior distribution of the hyperparameter corresponding to the period in the kernel. Subsequently, this distribution can be used as a prior distribution for the inference method. We use an adaptive importance sampling method to approximate the posterior distribution of the hyperparameters of the GP. Then, we use the marginal posterior distribution of the hyperparameter related to the periodicity in order to construct a prior distribution for the period of the parametric model. This workflow is empirical Bayes, implemented as a modular (cut) transfer of a GP posterior for the period to the parametric model. We applied the proposed methodology to both synthetic and real data. We approximated the posterior distribution of the period of the GP kernel and then passed it forward as a posterior-as-prior with no feedback. Finally, we analyzed its impact on the marginal posterior distribution.
        △ Less","Submitted 27 November, 2025; 
      originally announced November 2025.","27 November, 2025",2025-11-27,NA,"November 2025",2025-11-01
"The EBLM Project XVIII. 3D Obliquities of Five Low-Mass Eclipsing Binaries","      
      Becca Spejcher, 
      
      David V. Martin, 
      
      Jake Pandina, 
      
      Andy Zhang, 
      
      Max Ammons, 
      
      Wata Tubthong, 
      
      Amaury Triaud, 
      
      Ritika Sethi, 
      
      Noah Vowell, 
      
      Adrian Barker, 
      
      Pierre Maxted, 
      
      Alison Duck, 
      
      Shelby Summers, 
      
      François Bouchy, 
      
      Monika Lendl, 
      
      Maxime Marmier, 
      
      Vincent Megevand, 
      
      Francesco Pepe, 
      
      Malte Tewes, 
      
      Stéphane Udry","A question that continues to perplex astronomers is the formation of tight stellar binaries. There is too much angular momentum in a collapsing and fragmenting protostellar cloud to form a stellar binary in situ with a separation less than an AU, yet thousands of these short-period binaries have been discovered. One indication of a binary's formation is the angle between the stellar spin and orbital axes -- its obliquity. The classical method for determining projtected stellar obliquity is the Rossiter-McLaughlin effect. This method has been applied to over 100 hot Jupiters, yet only a handful of stellar binaries. Of the binary systems with measured projected obliquities, even fewer have measured 3D obliquities. In this paper, we add five more short-period binary 3D obliquity measurements to the sample that previously consisted of a single system. We present Rossiter-McLaughlin measurements for EBLM J0239-20, EBLM J0941-31, EBLM 1037-25, EBLM 1141-37, and EBLM J2025-45. These systems consist of an M-dwarf eclipsing an F/G type primary. We combined CORALIE and HARPS spectroscopy with TESS photometry of primary and secondary eclipses. We show that even though the sky-projected obliquities seem to be aligned, there is modest but non-zero spin-orbit misalignment ($ψ$ between 5 and 20$^{\circ}$). Our primary stars straddle the Kraft break at $\sim 6250K$. Finally, we derive the M-dwarf masses and radii to precisions better than 3\%. With the exception of EBLM J0941-31, each system has an inflated radius greater than $5σ$ from the expected radius from stellar models.
        △ Less","Submitted 28 November, 2025; 
      originally announced November 2025.","28 November, 2025",2025-11-28,NA,"November 2025",2025-11-01
